SGF,0.01,0.1,1,0.003611285239458084
SGF,0.01,0.1,2,2.958844015665818e-05
SGF,0.01,0.1,3,0.0022474396973848343
SGF,0.01,0.1,4,0.09116636216640472
SGF,0.01,0.1,5,0.07739246636629105
SGF,0.01,0.1,6,0.046502240002155304
SGF,0.01,0.1,7,0.05783333256840706
SGF,0.01,0.1,8,0.012995094060897827
SGF,0.01,0.1,9,0.00041092681931331754
SGF,0.01,0.1,10,0.05122239887714386
SGF,0.01,0.1,11,0.009675419889390469
SGF,0.01,0.1,12,0.047671571373939514
SGF,0.01,0.1,13,0.04573731869459152
SGF,0.01,0.1,14,0.06856047362089157
SGF,0.01,0.1,15,0.01942604035139084
SGF,0.01,0.1,16,0.015072052367031574
SGF,0.01,0.1,17,0.03920949250459671
SGF,0.01,0.1,18,0.052002593874931335
SGF,0.01,0.1,19,0.020645681768655777
SGF,0.01,0.1,20,0.005315771792083979
SGF,0.01,0.1,21,0.00036040216218680143
SGF,0.01,0.1,22,0.013792379759252071
SGF,0.01,0.1,23,0.02017771452665329
SGF,0.01,0.1,24,0.0350552536547184
SGF,0.01,0.1,25,0.0644177719950676
SGF,0.01,0.1,26,0.022421415895223618
SGF,0.01,0.1,27,0.0631364956498146
SGF,0.01,0.1,28,0.06398868560791016
SGF,0.01,0.1,29,0.046257734298706055
SGF,0.01,0.1,30,0.03738237917423248
SGF,0.01,0.1,31,0.026589006185531616
SGF,0.01,0.1,32,0.06758149713277817
SGF,0.01,0.1,33,0.09532829374074936
SGF,0.01,0.1,34,0.028116710484027863
SGF,0.01,0.1,35,0.003269469365477562
SGF,0.01,0.1,36,0.01837933622300625
SGF,0.01,0.1,37,0.07904941588640213
SGF,0.01,0.1,38,0.07151857018470764
SGF,0.01,0.1,39,0.08091466873884201
SGF,0.01,0.1,40,0.1554139256477356
SGF,0.01,0.1,41,0.01567482389509678
SGF,0.01,0.1,42,0.06072349101305008
SGF,0.01,0.1,43,0.04269569367170334
SGF,0.01,0.1,44,0.05802912637591362
SGF,0.01,0.1,45,0.07753153890371323
SGF,0.01,0.1,46,0.05826220288872719
SGF,0.01,0.1,47,0.048727139830589294
SGF,0.01,0.1,48,0.3124169707298279
SGF,0.01,0.1,49,0.10773321986198425
SGF,0.01,0.1,50,0.47003960609436035
SGF,0.01,0.1,51,0.3737359642982483
SGF,0.01,0.1,52,0.15628251433372498
SGF,0.01,0.1,53,0.15324366092681885
SGF,0.01,0.1,54,0.1469980925321579
SGF,0.01,0.1,55,0.21842090785503387
SGF,0.01,0.1,56,0.06826598197221756
SGF,0.01,0.1,57,0.11751390993595123
SGF,0.01,0.1,58,0.1487872302532196
SGF,0.01,0.1,59,0.020109564065933228
SGF,0.01,0.1,60,0.08954071253538132
SGF,0.01,0.1,61,0.1574591100215912
SGF,0.01,0.1,62,0.39311203360557556
SGF,0.01,0.1,63,0.04317391291260719
SGF,0.01,0.1,64,0.029824400320649147
SGF,0.01,0.1,65,0.0004711718938779086
SGF,0.01,0.1,66,0.015624192543327808
SGF,0.01,0.1,67,0.031203841790556908
SGF,0.01,0.1,68,0.04956149309873581
SGF,0.01,0.1,69,0.07658460736274719
SGF,0.01,0.1,70,0.05524696037173271
SGF,0.01,0.1,71,0.006765925791114569
SGF,0.01,0.1,72,0.055754341185092926
SGF,0.01,0.1,73,0.07562057673931122
SGF,0.01,0.1,74,0.1581760197877884
SGF,0.01,0.1,75,0.07594402134418488
SGF,0.01,0.1,76,0.12872344255447388
SGF,0.01,0.1,77,0.299206018447876
SGF,0.01,0.1,78,1.306331992149353
SGF,0.01,0.1,79,0.28616979718208313
